Retailer;Retailer ID;Invoice Date;Region;State;City;Product;Price per Unit;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
Sports Direct;1128299;04/13/21;Southeast;Georgia;Atlanta;Men's Apparel;$52.00 ;53;$2,756 ;$1,323 ;48%;Online
Sports Direct;1128299;04/13/21;Southeast;Georgia;Atlanta;Women's Apparel;$63.00 ;105;$6,615 ;$2,646 ;40%;Online
Sports Direct;1128299;05/14/21;Southeast;Georgia;Atlanta;Men's Street Footwear;$47.00 ;160;$7,520 ;$4,061 ;54%;Online
Sports Direct;1128299;05/14/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$52.00 ;108;$5,616 ;$2,920 ;52%;Online
Sports Direct;1128299;05/14/21;Southeast;Georgia;Atlanta;Women's Street Footwear;$52.00 ;123;$6,396 ;$3,198 ;50%;Online
Sports Direct;1128299;05/14/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$47.00 ;91;$4,277 ;$2,310 ;54%;Online
Sports Direct;1128299;05/14/21;Southeast;Georgia;Atlanta;Men's Apparel;$50.00 ;56;$2,800 ;$1,344 ;48%;Online
Sports Direct;1128299;05/14/21;Southeast;Georgia;Atlanta;Women's Apparel;$64.00 ;120;$7,680 ;$3,072 ;40%;Online
Sports Direct;1128299;06/13/21;Southeast;Georgia;Atlanta;Men's Street Footwear;$46.00 ;176;$8,096 ;$4,291 ;53%;Online
Sports Direct;1128299;06/13/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$54.00 ;147;$7,938 ;$4,048 ;51%;Online
Sports Direct;1128299;06/13/21;Southeast;Georgia;Atlanta;Women's Street Footwear;$52.00 ;142;$7,384 ;$3,544 ;48%;Online
Sports Direct;1128299;06/13/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$49.00 ;120;$5,880 ;$2,999 ;51%;Online
Sports Direct;1128299;06/13/21;Southeast;Georgia;Atlanta;Men's Apparel;$51.00 ;72;$3,672 ;$1,763 ;48%;Online
Sports Direct;1128299;06/13/21;Southeast;Georgia;Atlanta;Women's Apparel;$67.00 ;150;$10,050 ;$3,518 ;35%;Online
Sports Direct;1128299;07/12/21;Southeast;Georgia;Atlanta;Men's Street Footwear;$47.00 ;196;$9,212 ;$4,606 ;50%;Online
Sports Direct;1128299;07/12/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$51.00 ;173;$8,823 ;$4,500 ;51%;Online
Sports Direct;1128299;07/12/21;Southeast;Georgia;Atlanta;Women's Street Footwear;$50.00 ;137;$6,850 ;$3,425 ;50%;Online
Sports Direct;1128299;07/12/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$46.00 ;128;$5,888 ;$3,003 ;51%;Online
Sports Direct;1128299;07/12/21;Southeast;Georgia;Atlanta;Men's Apparel;$54.00 ;138;$7,452 ;$3,577 ;48%;Online
Sports Direct;1128299;07/12/21;Southeast;Georgia;Atlanta;Women's Apparel;$67.00 ;143;$9,581 ;$3,641 ;38%;Online
Sports Direct;1128299;08/13/21;Southeast;Georgia;Atlanta;Men's Street Footwear;$53.00 ;182;$9,646 ;$4,919 ;51%;Online
Sports Direct;1128299;08/13/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$58.00 ;175;$10,150 ;$5,278 ;52%;Online
Sports Direct;1128299;08/13/21;Southeast;Georgia;Atlanta;Women's Street Footwear;$54.00 ;150;$8,100 ;$3,726 ;46%;Online
Sports Direct;1128299;08/13/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$53.00 ;113;$5,989 ;$3,114 ;52%;Online
Sports Direct;1128299;08/13/21;Southeast;Georgia;Atlanta;Men's Apparel;$60.00 ;126;$7,560 ;$3,629 ;48%;Online
Sports Direct;1128299;08/13/21;Southeast;Georgia;Atlanta;Women's Apparel;$68.00 ;119;$8,092 ;$2,832 ;35%;Online
Sports Direct;1128299;09/14/21;Southeast;Georgia;Atlanta;Men's Street Footwear;$43.00 ;180;$7,740 ;$4,180 ;54%;Online
Sports Direct;1128299;09/14/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$47.00 ;156;$7,332 ;$4,033 ;55%;Online
Sports Direct;1128299;09/14/21;Southeast;Georgia;Atlanta;Women's Street Footwear;$42.00 ;135;$5,670 ;$2,665 ;47%;Online
Sports Direct;1128299;09/14/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$43.00 ;120;$5,160 ;$2,786 ;54%;Online
Sports Direct;1128299;09/14/21;Southeast;Georgia;Atlanta;Men's Apparel;$54.00 ;100;$5,400 ;$2,592 ;48%;Online
Sports Direct;1128299;09/14/21;Southeast;Georgia;Atlanta;Women's Apparel;$59.00 ;131;$7,729 ;$3,092 ;40%;Online
Sports Direct;1128299;10/13/21;Southeast;Georgia;Atlanta;Men's Street Footwear;$42.00 ;131;$5,502 ;$2,806 ;51%;Online
Sports Direct;1128299;10/13/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$47.00 ;142;$6,674 ;$3,470 ;52%;Online
Sports Direct;1128299;10/13/21;Southeast;Georgia;Atlanta;Women's Street Footwear;$42.00 ;105;$4,410 ;$2,073 ;47%;Online
Sports Direct;1128299;10/13/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$44.00 ;88;$3,872 ;$1,936 ;50%;Online
Sports Direct;1128299;10/13/21;Southeast;Georgia;Atlanta;Men's Apparel;$50.00 ;90;$4,500 ;$2,070 ;46%;Online
Sports Direct;1128299;10/13/21;Southeast;Georgia;Atlanta;Women's Apparel;$64.00 ;102;$6,528 ;$2,546 ;39%;Online
Sports Direct;1128299;11/13/21;Southeast;Georgia;Atlanta;Men's Street Footwear;$51.00 ;137;$6,987 ;$3,563 ;51%;Online
Sports Direct;1128299;11/13/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$58.00 ;173;$10,034 ;$5,418 ;54%;Online
Sports Direct;1128299;11/13/21;Southeast;Georgia;Atlanta;Women's Street Footwear;$54.00 ;115;$6,210 ;$2,919 ;47%;Online
Sports Direct;1128299;11/13/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$51.00 ;116;$5,916 ;$3,076 ;52%;Online
Sports Direct;1128299;11/13/21;Southeast;Georgia;Atlanta;Men's Apparel;$60.00 ;102;$6,120 ;$2,876 ;47%;Online
Sports Direct;1128299;11/13/21;Southeast;Georgia;Atlanta;Women's Apparel;$65.00 ;124;$8,060 ;$2,821 ;35%;Online
Sports Direct;1128299;12/12/21;Southeast;Georgia;Atlanta;Men's Street Footwear;$50.00 ;203;$10,150 ;$5,583 ;55%;Online
Sports Direct;1128299;12/12/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$58.00 ;189;$10,962 ;$5,810 ;53%;Online
Foot Locker;1128299;12/12/21;Southeast;Georgia;Atlanta;Women's Street Footwear;$53.00 ;138;$7,314 ;$3,657 ;50%;Online
Foot Locker;1128299;12/12/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$51.00 ;128;$6,528 ;$3,264 ;50%;Online
Foot Locker;1128299;12/12/21;Southeast;Georgia;Atlanta;Men's Apparel;$64.00 ;116;$7,424 ;$3,712 ;50%;Online
Foot Locker;1128299;12/12/21;Southeast;Georgia;Atlanta;Women's Apparel;$64.00 ;135;$8,640 ;$3,024 ;35%;Online
Foot Locker;1185732;01/09/21;Southeast;Georgia;Atlanta;Men's Street Footwear;$39.00 ;256;$9,984 ;$5,791 ;58%;Online
Foot Locker;1185732;01/09/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$37.00 ;206;$7,622 ;$3,430 ;45%;Online
Foot Locker;1185732;01/09/21;Southeast;Georgia;Atlanta;Women's Street Footwear;$29.00 ;248;$7,192 ;$2,805 ;39%;Online
Foot Locker;1185732;01/09/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$34.00 ;203;$6,902 ;$3,037 ;44%;Online
Foot Locker;1185732;01/09/21;Southeast;Georgia;Atlanta;Men's Apparel;$47.00 ;189;$8,883 ;$4,175 ;47%;Online
Foot Locker;1185732;01/09/21;Southeast;Georgia;Atlanta;Women's Apparel;$37.00 ;239;$8,843 ;$5,306 ;60%;Online
Foot Locker;1185732;02/07/21;Southeast;Georgia;Atlanta;Men's Street Footwear;$38.00 ;312;$11,856 ;$6,995 ;59%;Online
Foot Locker;1185732;02/07/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$39.00 ;218;$8,502 ;$3,911 ;46%;Online
Foot Locker;1185732;02/07/21;Southeast;Georgia;Atlanta;Women's Street Footwear;$29.00 ;217;$6,293 ;$2,328 ;37%;Online
Foot Locker;1185732;02/07/21;Southeast;South Carolina;Charleston;Women's Athletic Footwear;$33.00 ;169;$5,577 ;$2,510 ;45%;Online
Foot Locker;1185732;02/07/21;Southeast;South Carolina;Charleston;Men's Apparel;$49.00 ;189;$9,261 ;$4,353 ;47%;Online
Foot Locker;1185732;02/07/21;Southeast;South Carolina;Charleston;Women's Apparel;$34.00 ;216;$7,344 ;$4,774 ;65%;Online
Foot Locker;1185732;03/05/21;Southeast;South Carolina;Charleston;Men's Street Footwear;$33.00 ;265;$8,745 ;$5,072 ;58%;Online
Foot Locker;1185732;03/05/21;Southeast;South Carolina;Charleston;Men's Athletic Footwear;$32.00 ;210;$6,720 ;$3,293 ;49%;Online
Foot Locker;1185732;03/05/21;Southeast;South Carolina;Charleston;Women's Street Footwear;$24.00 ;181;$4,344 ;$1,651 ;38%;Online
Foot Locker;1185732;03/05/21;Southeast;South Carolina;Charleston;Women's Athletic Footwear;$27.00 ;144;$3,888 ;$1,633 ;42%;Online
Foot Locker;1185732;03/05/21;Southeast;South Carolina;Charleston;Men's Apparel;$41.00 ;181;$7,421 ;$3,562 ;48%;Online
Foot Locker;1185732;03/05/21;Southeast;South Carolina;Charleston;Women's Apparel;$32.00 ;189;$6,048 ;$3,810 ;63%;Online
Foot Locker;1185732;04/06/21;Southeast;South Carolina;Charleston;Men's Street Footwear;$33.00 ;283;$9,339 ;$5,323 ;57%;Online
Foot Locker;1185732;04/06/21;Southeast;South Carolina;Charleston;Men's Athletic Footwear;$34.00 ;182;$6,188 ;$2,846 ;46%;Online
Foot Locker;1185732;04/06/21;Southeast;South Carolina;Charleston;Women's Street Footwear;$24.00 ;182;$4,368 ;$1,660 ;38%;Online
Foot Locker;1185732;04/06/21;Southeast;South Carolina;Charleston;Women's Athletic Footwear;$27.00 ;180;$4,860 ;$2,090 ;43%;Online
Foot Locker;1185732;04/06/21;Southeast;South Carolina;Charleston;Men's Apparel;$47.00 ;188;$8,836 ;$4,418 ;50%;Online
Foot Locker;1185732;04/06/21;Southeast;South Carolina;Charleston;Women's Apparel;$39.00 ;209;$8,151 ;$5,135 ;63%;Online
Foot Locker;1185732;05/05/21;Southeast;South Carolina;Charleston;Men's Street Footwear;$48.00 ;282;$13,536 ;$7,445 ;55%;Online
Foot Locker;1185732;05/05/21;Southeast;South Carolina;Charleston;Men's Athletic Footwear;$45.00 ;188;$8,460 ;$3,807 ;45%;Online
Foot Locker;1185732;05/05/21;Southeast;South Carolina;Charleston;Women's Street Footwear;$41.00 ;210;$8,610 ;$3,186 ;37%;Online
Foot Locker;1185732;05/05/21;Southeast;South Carolina;Charleston;Women's Athletic Footwear;$43.00 ;182;$7,826 ;$3,287 ;42%;Online
Foot Locker;1185732;05/05/21;Southeast;South Carolina;Charleston;Men's Apparel;$53.00 ;196;$10,388 ;$5,194 ;50%;Online
Foot Locker;1185732;05/05/21;Southeast;South Carolina;Charleston;Women's Apparel;$59.00 ;200;$11,800 ;$7,080 ;60%;Online
Foot Locker;1185732;06/07/21;Southeast;South Carolina;Charleston;Men's Street Footwear;$51.00 ;273;$13,923 ;$7,797 ;56%;Online
Foot Locker;1185732;06/07/21;Southeast;South Carolina;Charleston;Men's Athletic Footwear;$49.00 ;200;$9,800 ;$4,410 ;45%;Online
Foot Locker;1185732;06/07/21;Southeast;South Carolina;Charleston;Women's Street Footwear;$47.00 ;209;$9,823 ;$3,536 ;36%;Online
Foot Locker;1185732;06/07/21;Southeast;South Carolina;Charleston;Women's Athletic Footwear;$47.00 ;218;$10,246 ;$4,611 ;45%;Online
Foot Locker;1185732;06/07/21;Southeast;South Carolina;Charleston;Men's Apparel;$62.00 ;195;$12,090 ;$5,441 ;45%;Online
Foot Locker;1185732;06/07/21;Southeast;South Carolina;Charleston;Women's Apparel;$65.00 ;250;$16,250 ;$10,400 ;64%;Online
Foot Locker;1185732;07/05/21;Southeast;South Carolina;Charleston;Men's Street Footwear;$63.00 ;311;$19,593 ;$11,560 ;59%;Online
Foot Locker;1185732;07/05/21;Southeast;South Carolina;Charleston;Men's Athletic Footwear;$58.00 ;270;$15,660 ;$7,673 ;49%;Online
Foot Locker;1185732;07/05/21;Southeast;South Carolina;Charleston;Women's Street Footwear;$51.00 ;248;$12,648 ;$4,553 ;36%;Online
Foot Locker;1185732;07/05/21;Southeast;South Carolina;Charleston;Women's Athletic Footwear;$52.00 ;202;$10,504 ;$4,412 ;42%;Online
Foot Locker;1185732;07/05/21;Southeast;South Carolina;Charleston;Men's Apparel;$64.00 ;240;$15,360 ;$6,912 ;45%;Online
Foot Locker;1185732;07/05/21;Southeast;South Carolina;Charleston;Women's Apparel;$66.00 ;244;$16,104 ;$10,468 ;65%;Online
Foot Locker;1185732;08/06/21;Southeast;South Carolina;Charleston;Men's Street Footwear;$62.00 ;326;$20,212 ;$11,521 ;57%;Online
Foot Locker;1185732;08/06/21;Southeast;South Carolina;Charleston;Men's Athletic Footwear;$54.00 ;243;$13,122 ;$6,430 ;49%;Online
Foot Locker;1185732;08/06/21;Southeast;South Carolina;Charleston;Women's Street Footwear;$50.00 ;231;$11,550 ;$4,620 ;40%;Online
Foot Locker;1185732;08/06/21;Southeast;South Carolina;Charleston;Women's Athletic Footwear;$44.00 ;233;$10,252 ;$4,203 ;41%;Online
Foot Locker;1185732;08/06/21;Southeast;South Carolina;Charleston;Men's Apparel;$51.00 ;225;$11,475 ;$5,279 ;46%;Online
Foot Locker;1185732;08/06/21;Southeast;South Carolina;Charleston;Women's Apparel;$58.00 ;278;$16,124 ;$9,836 ;61%;Online
Foot Locker;1185732;09/05/21;Southeast;South Carolina;Charleston;Men's Street Footwear;$51.00 ;287;$14,637 ;$8,489 ;58%;Online
Foot Locker;1185732;09/05/21;Southeast;South Carolina;Charleston;Men's Athletic Footwear;$48.00 ;223;$10,704 ;$5,138 ;48%;Online
Foot Locker;1185732;09/05/21;Southeast;South Carolina;Charleston;Women's Street Footwear;$38.00 ;196;$7,448 ;$2,905 ;39%;Online
Foot Locker;1185732;09/05/21;Southeast;South Carolina;Charleston;Women's Athletic Footwear;$39.00 ;210;$8,190 ;$3,276 ;40%;Online
Foot Locker;1185732;09/05/21;Southeast;South Carolina;Charleston;Men's Apparel;$48.00 ;175;$8,400 ;$3,864 ;46%;Online
Foot Locker;1185732;09/05/21;Southeast;South Carolina;Charleston;Women's Apparel;$52.00 ;232;$12,064 ;$7,238 ;60%;Online
Foot Locker;1185732;10/07/21;Southeast;South Carolina;Charleston;Men's Street Footwear;$50.00 ;244;$12,200 ;$7,320 ;60%;Online
Foot Locker;1185732;10/07/21;Southeast;South Carolina;Charleston;Men's Athletic Footwear;$42.00 ;208;$8,736 ;$4,368 ;50%;Online
Foot Locker;1185732;10/07/21;Southeast;South Carolina;Charleston;Women's Street Footwear;$41.00 ;176;$7,216 ;$2,814 ;39%;Online
Foot Locker;1185732;10/07/21;Southeast;South Carolina;Charleston;Women's Athletic Footwear;$41.00 ;176;$7,216 ;$2,886 ;40%;Online
Foot Locker;1185732;10/07/21;Southeast;South Carolina;Charleston;Men's Apparel;$52.00 ;189;$9,828 ;$4,717 ;48%;Online
Foot Locker;1185732;10/07/21;Southeast;South Carolina;Charleston;Women's Apparel;$56.00 ;225;$12,600 ;$8,190 ;65%;Online
Foot Locker;1185732;11/06/21;Southeast;South Carolina;Charleston;Men's Street Footwear;$50.00 ;278;$13,900 ;$7,923 ;57%;Online
Foot Locker;1185732;11/06/21;Southeast;South Carolina;Charleston;Men's Athletic Footwear;$44.00 ;188;$8,272 ;$3,722 ;45%;Online
Foot Locker;1185732;11/06/21;Southeast;South Carolina;Charleston;Women's Street Footwear;$43.00 ;202;$8,686 ;$3,040 ;35%;Online
Foot Locker;1185732;11/06/21;Southeast;South Carolina;Charleston;Women's Athletic Footwear;$53.00 ;225;$11,925 ;$5,009 ;42%;Online
Foot Locker;1185732;11/06/21;Southeast;South Carolina;Charleston;Men's Apparel;$66.00 ;196;$12,936 ;$6,080 ;47%;Online
Foot Locker;1185732;11/06/21;Southeast;South Carolina;Charleston;Women's Apparel;$74.00 ;206;$15,244 ;$9,604 ;63%;Online
Foot Locker;1185732;12/05/21;Southeast;South Carolina;Charleston;Men's Street Footwear;$67.00 ;290;$19,430 ;$11,658 ;60%;Online
Foot Locker;1185732;12/05/21;Southeast;South Carolina;Charleston;Men's Athletic Footwear;$58.00 ;219;$12,702 ;$5,716 ;45%;Online
Sports Direct;1185732;12/05/21;Southeast;South Carolina;Charleston;Women's Street Footwear;$56.00 ;215;$12,040 ;$4,214 ;35%;Online
Sports Direct;1185732;12/05/21;Southeast;South Carolina;Charleston;Women's Athletic Footwear;$59.00 ;194;$11,446 ;$5,151 ;45%;Online
Sports Direct;1185732;12/05/21;Southeast;South Carolina;Charleston;Men's Apparel;$66.00 ;225;$14,850 ;$6,683 ;45%;Online
Sports Direct;1185732;12/05/21;Southeast;South Carolina;Charleston;Women's Apparel;$68.00 ;228;$15,504 ;$9,302 ;60%;Online
Sports Direct;1185732;01/06/21;Southeast;South Carolina;Charleston;Men's Street Footwear;$33.00 ;231;$7,623 ;$3,812 ;50%;Online
Sports Direct;1185732;01/06/21;Southeast;South Carolina;Charleston;Men's Athletic Footwear;$34.00 ;181;$6,154 ;$3,077 ;50%;Online
Sports Direct;1185732;01/06/21;Southeast;South Carolina;Charleston;Women's Street Footwear;$24.00 ;189;$4,536 ;$2,449 ;54%;Online
Sports Direct;1185732;01/06/21;Southeast;South Carolina;Charleston;Women's Athletic Footwear;$29.00 ;173;$5,017 ;$2,759 ;55%;Online
Sports Direct;1185732;01/06/21;Southeast;South Carolina;Charleston;Men's Apparel;$42.00 ;156;$6,552 ;$3,014 ;46%;Online
Sports Direct;1185732;01/06/21;Southeast;South Carolina;Charleston;Women's Apparel;$34.00 ;196;$6,664 ;$4,265 ;64%;Online
Sports Direct;1185732;02/04/21;Southeast;South Carolina;Charleston;Men's Street Footwear;$34.00 ;263;$8,942 ;$4,471 ;50%;Online
Sports Direct;1185732;02/04/21;Southeast;South Carolina;Charleston;Men's Athletic Footwear;$34.00 ;188;$6,392 ;$3,068 ;48%;Online
Sports Direct;1185732;02/04/21;Southeast;South Carolina;Charleston;Women's Street Footwear;$23.00 ;169;$3,887 ;$2,138 ;55%;Online
Sports Direct;1185732;02/04/21;Southeast;North Carolina;Charlotte;Women's Athletic Footwear;$29.00 ;142;$4,118 ;$2,059 ;50%;Online
Sports Direct;1185732;02/04/21;Southeast;North Carolina;Charlotte;Men's Apparel;$44.00 ;180;$7,920 ;$3,960 ;50%;Online
Sports Direct;1185732;02/04/21;Southeast;North Carolina;Charlotte;Women's Apparel;$29.00 ;203;$5,887 ;$3,532 ;60%;Online
Sports Direct;1185732;03/02/21;Southeast;North Carolina;Charlotte;Men's Street Footwear;$28.00 ;276;$7,728 ;$4,173 ;54%;Online
Sports Direct;1185732;03/02/21;Southeast;North Carolina;Charlotte;Men's Athletic Footwear;$29.00 ;150;$4,350 ;$1,958 ;45%;Online
Sports Direct;1185732;03/02/21;Southeast;North Carolina;Charlotte;Women's Street Footwear;$19.00 ;181;$3,439 ;$1,788 ;52%;Online
Sports Direct;1185732;03/02/21;Southeast;North Carolina;Charlotte;Women's Athletic Footwear;$25.00 ;124;$3,100 ;$1,674 ;54%;Online
Sports Direct;1185732;03/02/21;Southeast;North Carolina;Charlotte;Men's Apparel;$37.00 ;158;$5,846 ;$2,631 ;45%;Online
Sports Direct;1185732;03/02/21;Southeast;North Carolina;Charlotte;Women's Apparel;$27.00 ;169;$4,563 ;$2,829 ;62%;Online
Sports Direct;1185732;04/03/21;Southeast;North Carolina;Charlotte;Men's Street Footwear;$27.00 ;263;$7,101 ;$3,835 ;54%;Online
Sports Direct;1185732;04/03/21;Southeast;North Carolina;Charlotte;Men's Athletic Footwear;$28.00 ;155;$4,340 ;$2,040 ;47%;Online
Sports Direct;1185732;04/03/21;Southeast;North Carolina;Charlotte;Women's Street Footwear;$20.00 ;144;$2,880 ;$1,584 ;55%;Online
Sports Direct;1185732;04/03/21;Southeast;North Carolina;Charlotte;Women's Athletic Footwear;$24.00 ;140;$3,360 ;$1,814 ;54%;Online
Sports Direct;1185732;04/03/21;Southeast;North Carolina;Charlotte;Men's Apparel;$42.00 ;131;$5,502 ;$2,751 ;50%;Online
Sports Direct;1185732;04/03/21;Southeast;North Carolina;Charlotte;Women's Apparel;$32.00 ;189;$6,048 ;$3,689 ;61%;Online
Sports Direct;1185732;05/02/21;Southeast;North Carolina;Charlotte;Men's Street Footwear;$41.00 ;246;$10,086 ;$5,547 ;55%;Online
Sports Direct;1185732;05/02/21;Southeast;North Carolina;Charlotte;Men's Athletic Footwear;$42.00 ;182;$7,644 ;$3,516 ;46%;Online
Sports Direct;1185732;05/02/21;Southeast;North Carolina;Charlotte;Women's Street Footwear;$37.00 ;169;$6,253 ;$3,314 ;53%;Online
Sports Direct;1185732;05/02/21;Southeast;North Carolina;Charlotte;Women's Athletic Footwear;$38.00 ;150;$5,700 ;$3,078 ;54%;Online
Sports Direct;1185732;05/02/21;Southeast;North Carolina;Charlotte;Men's Apparel;$46.00 ;150;$6,900 ;$3,381 ;49%;Online
Sports Direct;1185732;05/02/21;Southeast;North Carolina;Charlotte;Women's Apparel;$51.00 ;203;$10,353 ;$6,419 ;62%;Online
Sports Direct;1185732;06/04/21;Southeast;North Carolina;Charlotte;Men's Street Footwear;$46.00 ;238;$10,948 ;$6,021 ;55%;Online
Sports Direct;1185732;06/04/21;Southeast;North Carolina;Charlotte;Men's Athletic Footwear;$42.00 ;182;$7,644 ;$3,593 ;47%;Online
Sports Direct;1185732;06/04/21;Southeast;North Carolina;Charlotte;Women's Street Footwear;$47.00 ;169;$7,943 ;$4,289 ;54%;Online
Sports Direct;1185732;06/04/21;Southeast;North Carolina;Charlotte;Women's Athletic Footwear;$49.00 ;169;$8,281 ;$4,223 ;51%;Online
Sports Direct;1185732;06/04/21;Southeast;North Carolina;Charlotte;Men's Apparel;$61.00 ;163;$9,943 ;$4,872 ;49%;Online
Sports Direct;1185732;06/04/21;Southeast;North Carolina;Charlotte;Women's Apparel;$67.00 ;231;$15,477 ;$9,286 ;60%;Online
Sports Direct;1185732;07/02/21;Southeast;North Carolina;Charlotte;Men's Street Footwear;$60.00 ;294;$17,640 ;$8,820 ;50%;Online
Sports Direct;1185732;07/02/21;Southeast;North Carolina;Charlotte;Men's Athletic Footwear;$58.00 ;224;$12,992 ;$6,496 ;50%;Online
Sports Direct;1185732;07/02/21;Southeast;North Carolina;Charlotte;Women's Street Footwear;$53.00 ;196;$10,388 ;$5,713 ;55%;Online
Sports Direct;1185732;07/02/21;Southeast;North Carolina;Charlotte;Women's Athletic Footwear;$52.00 ;203;$10,556 ;$5,384 ;51%;Online
Sports Direct;1185732;07/02/21;Southeast;North Carolina;Charlotte;Men's Apparel;$59.00 ;182;$10,738 ;$5,262 ;49%;Online
Sports Direct;1185732;07/02/21;Southeast;North Carolina;Charlotte;Women's Apparel;$64.00 ;263;$16,832 ;$10,604 ;63%;Online
Sports Direct;1185732;08/03/21;Southeast;North Carolina;Charlotte;Men's Street Footwear;$61.00 ;308;$18,788 ;$9,958 ;53%;Online
Sports Direct;1185732;08/03/21;Southeast;North Carolina;Charlotte;Men's Athletic Footwear;$58.00 ;200;$11,600 ;$5,220 ;45%;Online
Sports Direct;1185732;08/03/21;Southeast;North Carolina;Charlotte;Women's Street Footwear;$54.00 ;210;$11,340 ;$6,010 ;53%;Online
Sports Direct;1185732;08/03/21;Southeast;North Carolina;Charlotte;Women's Athletic Footwear;$44.00 ;182;$8,008 ;$4,244 ;53%;Online
Sports Direct;1185732;08/03/21;Southeast;North Carolina;Charlotte;Men's Apparel;$53.00 ;176;$9,328 ;$4,477 ;48%;Online
Sports Direct;1185732;08/03/21;Southeast;North Carolina;Charlotte;Women's Apparel;$54.00 ;231;$12,474 ;$7,983 ;64%;Online
Sports Direct;1185732;09/02/21;Southeast;North Carolina;Charlotte;Men's Street Footwear;$53.00 ;250;$13,250 ;$6,890 ;52%;Online
Sports Direct;1185732;09/02/21;Southeast;North Carolina;Charlotte;Men's Athletic Footwear;$49.00 ;181;$8,869 ;$4,435 ;50%;Online
Sports Direct;1185732;09/02/21;Southeast;North Carolina;Charlotte;Women's Street Footwear;$28.00 ;175;$4,900 ;$2,499 ;51%;Online
Sports Direct;1185732;09/02/21;Southeast;North Carolina;Charlotte;Women's Athletic Footwear;$28.00 ;150;$4,200 ;$2,100 ;50%;Online
Sports Direct;1185732;09/02/21;Southeast;North Carolina;Charlotte;Men's Apparel;$38.00 ;156;$5,928 ;$2,727 ;46%;Online
Sports Direct;1185732;09/02/21;Southeast;North Carolina;Charlotte;Women's Apparel;$41.00 ;203;$8,323 ;$5,077 ;61%;Online
Sports Direct;1185732;10/04/21;Southeast;North Carolina;Charlotte;Men's Street Footwear;$42.00 ;245;$10,290 ;$5,557 ;54%;Online
Sports Direct;1185732;10/04/21;Southeast;North Carolina;Charlotte;Men's Athletic Footwear;$33.00 ;196;$6,468 ;$2,975 ;46%;Online
Sports Direct;1185732;10/04/21;Southeast;North Carolina;Charlotte;Women's Street Footwear;$34.00 ;150;$5,100 ;$2,601 ;51%;Online
Sports Direct;1185732;10/04/21;Southeast;North Carolina;Charlotte;Women's Athletic Footwear;$34.00 ;160;$5,440 ;$2,938 ;54%;Online
Sports Direct;1185732;10/04/21;Southeast;North Carolina;Charlotte;Men's Apparel;$42.00 ;149;$6,258 ;$2,941 ;47%;Online
Sports Direct;1185732;10/04/21;Southeast;North Carolina;Charlotte;Women's Apparel;$48.00 ;176;$8,448 ;$5,322 ;63%;Online
Sports Direct;1185732;11/03/21;Southeast;North Carolina;Charlotte;Men's Street Footwear;$44.00 ;215;$9,460 ;$5,203 ;55%;Online
Sports Direct;1185732;11/03/21;Southeast;North Carolina;Charlotte;Men's Athletic Footwear;$32.00 ;195;$6,240 ;$2,933 ;47%;Online
Sports Direct;1185732;11/03/21;Southeast;North Carolina;Charlotte;Women's Street Footwear;$38.00 ;167;$6,346 ;$3,427 ;54%;Online
Sports Direct;1185732;11/03/21;Southeast;North Carolina;Charlotte;Women's Athletic Footwear;$55.00 ;163;$8,965 ;$4,572 ;51%;Online
