Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
2019-02-10 16:00:00,-3.5,82,-7.7,4.03,5.17,46,47,6.5,0.0394
2019-02-10 17:00:00,-5,83,-8.8,3.75,5.47,44,50,5.8,0.0381
2019-02-10 18:00:00,-6.5,85,-9.8,3.61,5.22,42,54,5.4,0.0374
2019-02-10 19:00:00,-6.7,85,-9.9,3.75,5.78,48,60,5.2,0.0373
2019-02-10 20:00:00,-6.5,85,-9.8,3.58,5.61,54,68,5.1,0.0372
2019-02-10 21:00:00,-6.3,85,-9.8,3.24,5.19,56,74,5,0.037
2019-02-10 22:00:00,-6.4,84,-9.9,3.22,5.43,64,84,4.4,0.0369
2019-02-10 23:00:00,-5.9,84,-9.6,3.32,5.8,69,88,4.7,0.0367
2019-02-11 00:00:00,-6,84,-9.6,3.49,6.21,77,93,4.8,0.0366
2019-02-11 01:00:00,-5.2,84,-8.8,3.35,6.21,80,94,5,0.0365
2019-02-11 02:00:00,-4.4,84,-8,3.13,6.07,97,107,4.7,0.0363
2019-02-11 03:00:00,-4.1,84,-7.7,3.63,6.61,98,108,5,0.0362
2019-02-11 04:00:00,-3.7,84,-7.2,2.92,5.72,112,117,5.4,0.036
2019-02-11 05:00:00,-2.5,85,-6,4.6,7.53,89,101,6.2,0.0359
2019-02-11 06:00:00,-4.6,87,-7.6,4.81,8.48,102,107,7,0.0358
2019-02-11 07:00:00,-4,87,-7,5.41,9.48,109,115,7.8,0.0356
2019-02-11 08:00:00,-2.6,86,-5.8,4.79,8.46,113,119,7.9,0.0355
2019-02-11 09:00:00,-0.9,85,-4.4,4.37,7.56,106,116,6.9,0.0353
2019-02-11 10:00:00,0.8,84,-2.8,5.17,8.81,105,115,7.4,0.0352
2019-02-11 11:00:00,2.9,87,-0.1,5.95,9.57,110,117,8.7,0.0351
2019-02-11 12:00:00,5.2,87,2.1,6.05,9.13,112,119,9,0.0546
2019-02-11 13:00:00,7.5,87,4.4,6.45,8.86,114,118,9.4,0.0939
2019-02-11 14:00:00,9.5,87,6.4,6.04,8.27,119,122,9.5,0.1332
2019-02-11 15:00:00,10.5,88,7.5,5.5,7.91,117,122,8.8,0.1724
2019-02-11 16:00:00,10.5,88,7.6,5.14,8.07,117,124,7.9,0.2117
2019-02-11 17:00:00,10.1,88,7.3,5.24,8.16,114,121,7.5,0.251
2019-02-11 18:00:00,9,90,6.7,4.16,6.67,100,114,7.5,0.2902
2019-02-11 19:00:00,9.4,91,7.4,3.7,6.47,109,122,6.1,0.3295
2019-02-11 20:00:00,10,91,7.8,2.82,5.3,117,134,5.3,0.3687
2019-02-11 21:00:00,10.3,92,8.3,2.55,4.53,116,135,4,0.408
2019-02-11 22:00:00,10.5,91,8.3,1.93,3.68,111,137,3.6,0.4473
2019-02-11 23:00:00,11.2,92,9.4,0.45,2.24,153,170,2.5,0.4865
2019-02-12 00:00:00,10.6,90,8.3,1.1,1.84,275,225,1,0.5258
2019-02-12 01:00:00,10.9,89,8.3,3.2,4.93,290,288,4.2,0.5651
2019-02-12 02:00:00,9.1,87,6.2,5.35,8.32,303,309,7.4,0.6043
2019-02-12 03:00:00,6.1,87,3,7.63,11.38,302,306,10.7,0.6436
2019-02-12 04:00:00,4.4,85,0.8,7.94,12.23,311,315,11.5,0.6829
2019-02-12 05:00:00,2.3,83,-1.6,8.58,13.15,311,314,12.3,0.6977
2019-02-12 06:00:00,-1.4,80,-6,9.84,14.64,312,315,12.9,0.688
2019-02-12 07:00:00,-3.3,79,-8,9.98,14.99,312,315,14.5,0.6784
2019-02-12 08:00:00,-4.6,80,-9.3,9.55,14.44,315,318,14.4,0.6688
2019-02-12 09:00:00,-4.6,79,-9.4,9.57,14.5,311,315,13.8,0.6591
2019-02-12 10:00:00,-4.6,77,-10,10.01,14.93,310,313,14.3,0.6495
2019-02-12 11:00:00,-4,78,-9.2,9.94,14.64,310,314,15.5,0.6398
2019-02-12 12:00:00,-2.6,77,-8,9.77,13.86,313,316,14.5,0.6377
2019-02-12 13:00:00,-1.7,77,-7.1,9.35,13.22,312,315,14.3,0.6431
2019-02-12 14:00:00,-1.3,77,-6.8,9.4,13.25,308,311,13.7,0.6485
2019-02-12 15:00:00,-1.3,77,-6.8,8.58,13.05,306,311,13.8,0.654
2019-02-12 16:00:00,-1.9,76,-7.5,8.52,12.65,306,309,12.4,0.6594
2019-02-12 17:00:00,-2.8,76,-8.5,7.93,12.17,312,316,12.4,0.6648
2019-02-12 18:00:00,-3.4,77,-8.9,7.5,11.83,313,319,11.4,0.6467
2019-02-12 19:00:00,-4.4,77,-9.8,7.28,11.46,307,314,10.9,0.6051
2019-02-12 20:00:00,-5.3,77,-10.7,6.28,10.05,307,317,10.4,0.5635
2019-02-12 21:00:00,-6.1,77,-11.5,5.69,9.06,304,317,9,0.5219
2019-02-12 22:00:00,-6.7,77,-12.1,5.05,7.21,297,316,8.1,0.4803
2019-02-12 23:00:00,-7.1,77,-12.5,4.78,5.73,290,314,7.1,0.4388
2019-02-13 00:00:00,-7.6,77,-13,4.74,4.47,277,297,6.7,0.3972
2019-02-13 01:00:00,-7.7,77,-13.1,4.71,4.06,274,280,6.7,0.3556
2019-02-13 02:00:00,-7.7,76,-13.2,4.64,4.34,263,255,6.6,0.314
2019-02-13 03:00:00,-7.4,76,-13,4.16,4.6,246,222,6.5,0.2724
2019-02-13 04:00:00,-5.5,73,-12,3.4,5.1,223,182,5.8,0.2308
2019-02-13 05:00:00,-3.9,70,-11.3,3.91,6.32,184,175,5.1,0.2379
2019-02-13 06:00:00,-5.7,74,-11.8,3.4,5.9,178,182,5.1,0.2937
2019-02-13 07:00:00,-5.5,75,-11.5,4.59,7.69,160,164,6,0.3495
2019-02-13 08:00:00,-5.3,75,-11,5.79,10.36,170,170,7.9,0.4052
2019-02-13 09:00:00,-3.4,76,-8.9,6.84,12.12,174,172,9.8,0.461
2019-02-13 10:00:00,-0.6,74,-6.9,6.74,11.91,174,172,9.9,0.5168
2019-02-13 11:00:00,1,75,-5.3,6.51,11.72,169,172,9.8,0.5726
2019-02-13 12:00:00,2.2,75,-3.9,6.65,11.66,168,171,9.8,0.5507
2019-02-13 13:00:00,3.7,74,-2.7,6.65,11.81,168,169,9.8,0.4511
2019-02-13 14:00:00,4.9,74,-1.5,6.61,11.53,170,172,9.8,0.3514
2019-02-13 15:00:00,6,75,-0.1,5.97,10.27,171,173,9.6,0.2518
2019-02-13 16:00:00,7,76,1.1,4.4,7.61,183,182,8.7,0.1522
2019-02-13 17:00:00,4.7,79,-0.3,2.12,4.46,188,189,6.3,0.0526
2019-02-13 18:00:00,3.3,79,-1.7,2.55,4.05,222,196,2.6,0.0285
2019-02-13 19:00:00,2.5,80,-2.3,3.23,3.51,292,273,4.1,0.0801
2019-02-13 20:00:00,4.4,80,-0.5,3.41,5.77,328,332,4.8,0.1317
2019-02-13 21:00:00,3.1,80,-1.7,3.86,6.2,323,342,5,0.1832
2019-02-13 22:00:00,4,78,-1.3,4.66,7.84,345,354,6.5,0.2348
2019-02-13 23:00:00,3.9,79,-1,5.5,8.63,341,350,7.5,0.2864
2019-02-14 00:00:00,3.5,82,-0.8,7.8,11.7,337,342,11,0.3379
2019-02-14 01:00:00,1.1,82,-3.1,8.21,12.11,338,340,11.9,0.3895
2019-02-14 02:00:00,0,82,-4.3,7.58,11.64,337,341,11.8,0.4411
2019-02-14 03:00:00,0.1,81,-4.3,9.24,13.95,344,345,13.2,0.4926
2019-02-14 04:00:00,1.1,81,-3.3,9.66,14.04,344,346,13.6,0.5442
2019-02-14 05:00:00,1.3,81,-3.2,9.34,13.22,339,341,14.1,0.5761
2019-02-14 06:00:00,0.5,80,-4.1,9.63,13.69,336,338,13.9,0.5882
2019-02-14 07:00:00,-0.8,79,-5.6,9.76,14.14,331,332,14.8,0.6004
2019-02-14 08:00:00,-1.7,79,-6.8,9.79,13.63,328,329,14.2,0.6125
2019-02-14 09:00:00,-3.3,78,-8.4,10.12,14.68,327,328,14.7,0.6246
2019-02-14 10:00:00,-3.5,77,-8.8,10.42,14.18,323,324,15.1,0.6368
2019-02-14 11:00:00,-3,76,-8.7,10.5,13.9,323,324,15.4,0.6489
2019-02-14 12:00:00,-2.9,75,-8.9,10.84,14.22,322,323,15.8,0.6623
2019-02-14 13:00:00,-3,74,-9.2,10.64,13.92,320,320,15.9,0.6769
2019-02-14 14:00:00,-2.9,74,-9,10.19,13.31,317,318,15.6,0.6916
2019-02-14 15:00:00,-3,75,-8.9,9.62,12.87,315,316,14.9,0.7062
2019-02-14 16:00:00,-3.5,76,-9.2,9.12,12.94,314,316,14,0.7208
2019-02-14 17:00:00,-4.4,76,-10,9.12,13.39,316,318,13.2,0.7354
2019-02-14 18:00:00,-5.9,76,-11.5,8.82,13.39,309,312,13.1,0.7146
2019-02-14 19:00:00,-6.4,75,-12.2,8.92,13.86,312,316,12.9,0.6582
2019-02-14 20:00:00,-7.1,75,-12.8,8.63,13.48,316,320,13,0.6019
2019-02-14 21:00:00,-7.8,75,-13.5,7.99,12.74,317,322,12.4,0.5456
2019-02-14 22:00:00,-8.5,75,-14.2,7.67,12.29,320,325,11.6,0.4892
2019-02-14 23:00:00,-9.2,76,-14.7,6.94,11.21,317,325,11,0.4329
2019-02-15 00:00:00,-10.1,76,-15.5,6.8,10.68,306,316,10,0.3765
2019-02-15 01:00:00,-10.7,77,-16.1,6.45,10.12,311,322,9.7,0.3202
2019-02-15 02:00:00,-10.8,77,-16.1,5.95,9.66,331,344,9.2,0.2639
2019-02-15 03:00:00,-10.4,76,-15.8,5.1,9,344,360,8.5,0.2075
2019-02-15 04:00:00,-10.4,76,-16,4.46,7.92,344,4,7.1,0.1512
2019-02-15 05:00:00,-10.5,76,-15.9,4.43,7.84,354,11,6.1,0.1211
2019-02-15 06:00:00,-12.1,79,-16.8,3.86,6.3,329,360,5.9,0.1173
2019-02-15 07:00:00,-13.1,81,-17.3,4.44,6.71,337,3,5.8,0.1136
2019-02-15 08:00:00,-12.9,81,-17,4.24,6.82,341,4,6,0.1098
2019-02-15 09:00:00,-11.3,81,-15.6,3.94,6.2,336,1,5.6,0.106
2019-02-15 10:00:00,-8.8,79,-13.4,3.68,6,338,1,5.4,0.1023
2019-02-15 11:00:00,-6.3,78,-11.5,3,5.02,330,355,5.2,0.0985
2019-02-15 12:00:00,-4.8,76,-10.4,2.91,3.93,333,353,4.4,0.0947
2019-02-15 13:00:00,-3.1,76,-8.9,3.06,3.98,11,18,4.7,0.0909
2019-02-15 14:00:00,-2.2,75,-8.1,1.65,2.09,14,17,4.6,0.0872
2019-02-15 15:00:00,-1.9,76,-7.7,2.24,2.86,10,12,3.3,0.0834
2019-02-15 16:00:00,-3.1,76,-8.7,2.69,2.72,15,17,3.3,0.0796
2019-02-15 17:00:00,-6.2,79,-11,2.5,3.89,37,48,4.8,0.0759
2019-02-15 18:00:00,-7.6,82,-11.7,1.84,2.91,61,86,3.1,0.0721
2019-02-15 19:00:00,-5.1,81,-9.3,1.22,2.7,55,92,2.6,0.0683
2019-02-15 20:00:00,-4.8,81,-9.1,0.98,2.8,114,125,1.5,0.0646
2019-02-15 21:00:00,-6,82,-10.1,2.61,4.48,94,114,3.1,0.0608
2019-02-15 22:00:00,-5.2,82,-9.3,2.91,5.83,106,112,4.4,0.057
2019-02-15 23:00:00,-5.9,82,-9.9,2.76,5.53,134,131,4.2,0.0532
2019-02-16 00:00:00,-4.9,82,-9,3.11,6.22,135,136,4.5,0.0495
2019-02-16 01:00:00,-4.7,82,-8.9,3.3,6.46,145,145,4.8,0.0457
2019-02-16 02:00:00,-4.6,81,-8.9,3.11,6.02,147,148,5,0.0419
2019-02-16 03:00:00,-4.5,81,-8.9,3.4,6.5,137,143,4.9,0.0382
2019-02-16 04:00:00,-5.6,81,-9.8,3.82,6.89,135,140,5.4,0.0344
2019-02-16 05:00:00,-4.9,82,-9,4.11,7.43,131,138,5.9,0.0338
2019-02-16 06:00:00,-2.9,82,-7.1,4.3,7.85,126,136,6.7,0.0363
2019-02-16 07:00:00,-2.3,82,-6.3,4.43,7.61,115,129,6.6,0.0388
2019-02-16 08:00:00,-2,83,-6,4.7,7.99,114,124,7,0.0412
2019-02-16 09:00:00,-1.2,82,-5.3,4.91,8.09,123,130,7.2,0.0437
2019-02-16 10:00:00,0.3,82,-4,4.64,7.43,127,137,7.3,0.0462
2019-02-16 11:00:00,1.6,81,-2.9,4.88,7.32,118,129,7.3,0.0488
2019-02-16 12:00:00,3.2,80,-1.6,5.01,6.8,116,123,7.7,0.0567
2019-02-16 13:00:00,4.5,80,-0.4,5.44,7.16,110,117,8.1,0.07
2019-02-16 14:00:00,5.6,79,0.6,5.67,7.18,99,103,8.4,0.0833
2019-02-16 15:00:00,6.5,79,1.4,5.63,7.03,102,105,8.5,0.0967
2019-02-16 16:00:00,6.6,81,1.9,5.66,7.38,98,103,8.4,0.11
2019-02-16 17:00:00,5.5,83,1.4,5.81,8.21,86,93,8.4,0.1233
2019-02-16 18:00:00,5.3,83,1.1,5.14,7.64,77,84,8.5,0.1272
2019-02-16 19:00:00,4.5,82,0.2,5.34,8.15,77,84,7.8,0.1215
2019-02-16 20:00:00,4.6,83,0.6,5.29,8.17,75,82,7.7,0.1158
2019-02-16 21:00:00,4.7,83,0.8,5.1,7.73,79,85,7.7,0.1101
2019-02-16 22:00:00,5.5,83,1.4,5.21,7.4,87,92,7.7,0.1044
2019-02-16 23:00:00,5.8,83,1.8,4.3,6.94,87,96,7.5,0.0988
2019-02-17 00:00:00,5.8,83,1.7,4.14,6.6,82,91,6.4,0.0931
2019-02-17 01:00:00,6.1,83,2,4.11,6.57,64,77,6,0.0874
2019-02-17 02:00:00,6.1,84,2.3,3.78,6.22,53,66,5.9,0.0817
2019-02-17 03:00:00,5.8,84,2.1,3.89,6.24,42,55,5.6,0.076
2019-02-17 04:00:00,4.8,83,0.8,4.08,6.58,31,47,5.8,0.0703
2019-02-17 05:00:00,3.7,83,-0.3,4.62,7.32,22,35,6.6,0.0752
2019-02-17 06:00:00,3.3,81,-1.3,5.45,8.76,7,19,6.6,0.0905
2019-02-17 07:00:00,3.3,81,-1.2,5.34,8.8,13,21,7.8,0.1059
2019-02-17 08:00:00,3.2,81,-1.4,5.48,8.92,15,23,7.9,0.1212
2019-02-17 09:00:00,3.4,80,-1.4,5.36,8.6,14,23,7.9,0.1366
2019-02-17 10:00:00,4.2,79,-0.8,5.73,8.77,12,21,8.4,0.152
2019-02-17 11:00:00,4.8,79,-0.1,6.02,8.57,11,17,9,0.1673
2019-02-17 12:00:00,5.6,80,0.7,5.82,7.67,12,15,9.1,0.1781
2019-02-17 13:00:00,6.6,80,1.7,5.61,7.06,4,7,8.8,0.1844
2019-02-17 14:00:00,7,80,2.2,6,7.4,358,360,8.9,0.1906
2019-02-17 15:00:00,6.9,81,2.3,6.11,7.71,356,358,9.1,0.1969
2019-02-17 16:00:00,6.7,81,2.2,6,8,358,359,9,0.2031
2019-02-17 17:00:00,5.6,82,1.4,5.91,8.7,356,359,8.7,0.2094
2019-02-17 18:00:00,4.6,82,0.4,6.31,9.9,357,2,8.7,0.2156
2019-02-17 19:00:00,3.5,81,-0.9,6.6,10.34,360,5,9.4,0.2217
2019-02-17 20:00:00,2.4,81,-2.1,6.3,10.06,360,6,9.4,0.2279
2019-02-17 21:00:00,1.5,80,-3.3,6.1,9.96,360,6,9,0.2341
2019-02-17 22:00:00,0.4,79,-4.4,6.2,10.08,1,7,8.9,0.2402
2019-02-17 23:00:00,-0.6,79,-5.4,6.01,9.82,3,9,8.9,0.2464
2019-02-18 00:00:00,-1.7,80,-6.3,5.71,9.36,3,10,8.6,0.2525
2019-02-18 01:00:00,-1.9,80,-6.6,5.5,8.98,358,8,8.2,0.2587
2019-02-18 02:00:00,-3.1,81,-7.6,5.32,8.51,348,358,7.9,0.2649
2019-02-18 03:00:00,-4.1,80,-8.6,5.22,8.33,343,355,7.5,0.271
2019-02-18 04:00:00,-5,80,-9.6,5.42,8.53,337,350,7.6,0.2772
2019-02-18 05:00:00,-5.9,80,-10.5,5.28,8.42,331,344,7.6,0.2617
2019-02-18 06:00:00,-5.1,82,-9.1,5.07,8.2,338,351,7.4,0.2246
2019-02-18 07:00:00,-6.2,82,-10.1,4.9,8.05,340,354,7.1,0.1875
2019-02-18 08:00:00,-6.7,82,-10.7,4.35,7.13,337,354,6.9,0.1504
2019-02-18 09:00:00,-5.2,81,-9.6,3.76,6.23,335,354,6,0.1133
2019-02-18 10:00:00,-3.2,79,-8,3.49,5.56,333,352,5.4,0.0762
2019-02-18 11:00:00,-1.2,78,-6.5,3.79,5.28,342,350,5.7,0.0391
2019-02-18 12:00:00,0.1,77,-5.3,3.44,4.31,334,338,5.9,0.0297
2019-02-18 13:00:00,1.2,77,-4.4,3.26,3.96,349,350,5.5,0.0482
2019-02-18 14:00:00,1.9,76,-3.8,2.72,3.21,354,355,5.3,0.0668
2019-02-18 15:00:00,2.3,76,-3.5,2.21,2.52,355,353,4.5,0.0852
2019-02-18 16:00:00,2.4,76,-3.4,1.93,2.15,339,338,3.8,0.1037
2019-02-18 17:00:00,1.9,78,-3.4,1.84,2.25,331,328,3.1,0.1222
2019-02-18 18:00:00,0.9,81,-3.6,1.12,1.04,350,343,2.6,0.1407
2019-02-18 19:00:00,0.9,83,-3.2,0.71,0.64,8,51,1.4,0.1592
2019-02-18 20:00:00,0.5,84,-3.2,0.32,0.85,198,159,0.9,0.1777
2019-02-18 21:00:00,-2.9,86,-6.2,1.79,2.38,207,195,2,0.1962
2019-02-18 22:00:00,-5.1,85,-8.3,2.87,3.85,209,205,3.5,0.2148
2019-02-18 23:00:00,-5.6,87,-8.5,3.14,4.02,217,215,3.9,0.2333
2019-02-19 00:00:00,-4.7,87,-7.6,4.19,5.64,213,210,5.4,0.2518
2019-02-19 01:00:00,-4.4,86,-7.5,4.82,7.42,222,217,6.5,0.2702
2019-02-19 02:00:00,-4.8,86,-7.9,5.11,8.2,230,225,7.1,0.2888
2019-02-19 03:00:00,-5,85,-8.2,5.39,8.68,239,235,7.5,0.3073
2019-02-19 04:00:00,-5.7,85,-8.9,5.24,8.37,241,241,7.5,0.3258
2019-02-19 05:00:00,-6.3,86,-9.4,5.16,8.24,234,234,7.4,0.3343
2019-02-19 06:00:00,-7.8,88,-10.5,4.66,6.62,247,243,7.2,0.3329
2019-02-19 07:00:00,-8.5,88,-11.1,4.48,5.41,246,236,6.5,0.3314
2019-02-19 08:00:00,-8.8,88,-11.5,4.61,6.09,240,222,6.5,0.33
2019-02-19 09:00:00,-7.4,86,-10.6,4.39,6.81,227,210,6.6,0.3286
2019-02-19 10:00:00,-4.4,87,-7.3,4.39,7.16,223,213,6.6,0.3271
2019-02-19 11:00:00,-1.3,86,-4.4,5.63,9.07,213,212,8.4,0.3257
2019-02-19 12:00:00,2.7,85,-0.8,6.04,9.12,207,207,8.8,0.3087
2019-02-19 13:00:00,5.5,84,1.7,6.1,9.01,198,199,9.1,0.2762
2019-02-19 14:00:00,6.4,85,2.8,5.91,8.06,184,187,9.1,0.2438
2019-02-19 15:00:00,5.5,84,1.8,5.52,8,175,181,8.8,0.2112
2019-02-19 16:00:00,4.1,85,0.5,5.95,9.21,172,178,8.6,0.1788
2019-02-19 17:00:00,2.6,87,-0.4,6.14,9.7,173,178,8.9,0.1462
2019-02-19 18:00:00,2,88,-0.7,5.3,9.12,181,184,8.9,0.1299
2019-02-19 19:00:00,3.1,87,0.1,5.61,9.7,177,179,8,0.1297
2019-02-19 20:00:00,4.5,86,1.3,5.72,9.81,175,177,8.2,0.1294
2019-02-19 21:00:00,5.9,86,2.7,5.51,9.38,168,173,8.3,0.1292
2019-02-19 22:00:00,7.1,87,4.1,5.72,9.6,161,166,8.2,0.129
2019-02-19 23:00:00,6.5,89,3.9,5.39,9.17,158,162,8.2,0.1288
2019-02-20 00:00:00,6,89,3.4,4.74,8.28,152,155,7.7,0.1285
2019-02-20 01:00:00,5.6,89,3,4.28,7.63,143,148,6.8,0.1283
2019-02-20 02:00:00,6.8,87,3.8,4.89,8.27,139,145,7.2,0.1281
2019-02-20 03:00:00,7.1,88,4.2,5.02,8.31,134,140,7.2,0.1278
2019-02-20 04:00:00,7.3,89,4.8,4.44,7.36,126,134,7.5,0.1276
2019-02-20 05:00:00,7.3,91,5.2,3.61,5.97,109,121,6.4,0.1221
2019-02-20 06:00:00,7.9,90,5.5,3.61,5.4,76,91,5.5,0.1114
2019-02-20 07:00:00,7.8,91,5.7,4.95,7,82,89,7,0.1007
2019-02-20 08:00:00,7.3,90,4.8,5.58,6.99,75,81,7.9,0.09
2019-02-20 09:00:00,7,90,4.7,5.79,7.27,80,82,8.5,0.0793
2019-02-20 10:00:00,8,88,5.3,5.41,6.9,87,89,8.6,0.0686
2019-02-20 11:00:00,9.5,87,6.4,4.8,6.21,91,93,8.1,0.0579
2019-02-20 12:00:00,10.8,86,7.4,3.35,4.13,80,83,7.3,0.0654
2019-02-20 13:00:00,12.1,83,8,2.26,2.48,45,50,5.3,0.0913
2019-02-20 14:00:00,13.2,80,8.2,3.1,3.45,15,17,4.8,0.1171
2019-02-20 15:00:00,13.6,81,8.7,4.02,4.63,6,6,6.1,0.1429
2019-02-20 16:00:00,13.3,82,8.8,4.7,5.6,358,358,6.9,0.1688
2019-02-20 17:00:00,12.7,83,8.5,4.57,5.97,350,351,7,0.1946
2019-02-20 18:00:00,12.5,87,9.3,6.28,9.14,346,350,6.6,0.2193
2019-02-20 19:00:00,11.5,87,8.3,5.39,8.39,338,345,9.1,0.243
2019-02-20 20:00:00,11.7,87,8.5,5.44,8.23,328,336,7.8,0.2666
2019-02-20 21:00:00,11.4,86,8.1,5.87,8.58,313,319,8.5,0.2902
2019-02-20 22:00:00,10.9,86,7.6,6.37,9.34,314,318,9.2,0.3139
2019-02-20 23:00:00,10.3,86,7,6.24,9.41,311,317,9.3,0.3375
2019-02-21 00:00:00,9.9,86,6.5,6.18,9.4,309,315,9,0.3611
2019-02-21 01:00:00,9.9,86,6.4,6.04,9.19,309,316,8.9,0.3848
2019-02-21 02:00:00,9.8,86,6.4,6.08,9.2,306,313,8.7,0.4084
2019-02-21 03:00:00,9.4,86,6,6.04,9.16,299,306,8.8,0.432
2019-02-21 04:00:00,9,85,5.5,6.15,9.22,292,299,8.8,0.4557
2019-02-21 05:00:00,8.2,85,4.6,6.17,9.47,297,301,8.8,0.4396
2019-02-21 06:00:00,7,86,3.6,6.3,9.92,303,307,8.8,0.3839
2019-02-21 07:00:00,5.7,86,2.4,5.52,9.06,305,312,9,0.3282
2019-02-21 08:00:00,5.2,85,1.8,4.75,7.86,300,311,7.8,0.2725
2019-02-21 09:00:00,6.9,84,3.2,4.81,8.04,313,322,7,0.2168
2019-02-21 10:00:00,8.6,84,4.7,4.28,7.24,323,334,7,0.1611
2019-02-21 11:00:00,10.3,83,6.1,3.69,5.3,311,324,6.3,0.1054
2019-02-21 12:00:00,11.4,82,6.9,3.04,3.5,297,307,5.6,0.0746
2019-02-21 13:00:00,11.8,81,7.2,3.47,3.76,282,287,5.2,0.0688
2019-02-21 14:00:00,11.7,82,7.2,3.85,4.49,279,282,6,0.0629
2019-02-21 15:00:00,11.9,81,7.3,3.08,3.74,283,286,5.9,0.0571
2019-02-21 16:00:00,11.6,81,7,2.7,3.51,272,275,4.6,0.0512
2019-02-21 17:00:00,9.3,84,5.4,3.11,4.53,274,276,4.2,0.0454
2019-02-21 18:00:00,7.9,85,4.3,3.45,5.09,287,290,4.6,0.0406
2019-02-21 19:00:00,7.3,85,3.7,4.02,6.49,297,299,5.5,0.0367
2019-02-21 20:00:00,7,84,3.2,3.42,5.72,285,297,5.5,0.0328
2019-02-21 21:00:00,6.1,85,2.5,3.7,5.36,268,284,5,0.029
2019-02-21 22:00:00,6.3,84,2.5,4,5.94,271,283,5.6,0.0251
2019-02-21 23:00:00,6.1,83,2.1,3.93,5.82,263,275,5.6,0.0212
2019-02-22 00:00:00,6.2,83,2,4.02,6.21,276,285,5.7,0.0174
2019-02-22 01:00:00,5.4,82,1.1,4.41,6.82,274,284,6.1,0.0135
2019-02-22 02:00:00,4.7,83,0.7,4.01,6.24,274,286,6.2,0.0097
2019-02-22 03:00:00,2.1,84,-1.5,3.71,5.38,275,288,5.5,0.0058
2019-02-22 04:00:00,1.7,84,-1.9,4.02,5.58,276,285,5.5,0.0019
2019-02-22 05:00:00,1.3,85,-2.2,4.18,5.98,287,291,5.7,0.004
2019-02-22 06:00:00,-0.2,85,-3.5,3.55,4.43,292,298,5.8,0.0121
2019-02-22 07:00:00,-2.1,86,-5.2,3.42,3.2,285,290,4.7,0.0202
2019-02-22 08:00:00,-2.1,86,-5.2,2.98,2.14,284,281,4.5,0.0283
2019-02-22 09:00:00,0.5,85,-2.9,2.32,1.17,263,211,3.8,0.0363
2019-02-22 10:00:00,5.5,80,0.8,1.08,1.9,248,162,3.3,0.0444
2019-02-22 11:00:00,9,80,3.9,1.88,3.28,115,121,2.7,0.0525
2019-02-22 12:00:00,8.9,83,4.6,3.04,3.75,134,138,5.1,0.0606
2019-02-22 13:00:00,8.2,85,4.6,3.14,4.17,127,134,5,0.0687
2019-02-22 14:00:00,7.5,87,4.4,2.97,4.18,132,138,5.1,0.0767
2019-02-22 15:00:00,8,87,4.8,3.22,4.88,126,136,5.1,0.0848
2019-02-22 16:00:00,8.6,86,5.2,3.85,6.11,118,130,5.6,0.0929
2019-02-22 17:00:00,8.7,87,5.7,3.99,6.71,112,123,6.1,0.101
2019-02-22 18:00:00,10,90,7.6,4.53,7.56,96,108,5.8,0.1088
2019-02-22 19:00:00,11.2,91,9.1,4.13,7.09,97,106,6.6,0.1163
2019-02-22 20:00:00,11.7,92,9.7,3.62,6.18,96,113,6,0.1238
2019-02-22 21:00:00,12.7,92,10.8,3.54,6.6,106,125,5.6,0.1312
2019-02-22 22:00:00,15,92,13.1,3.98,7.17,141,150,5.5,0.1388
2019-02-22 23:00:00,15.5,92,13.6,3.89,6.6,138,148,6.1,0.1462
2019-02-23 00:00:00,15.2,94,13.6,3.3,5.91,145,156,5.4,0.1538
2019-02-23 01:00:00,15.7,94,14.2,2.69,5.02,165,174,4.6,0.1612
2019-02-23 02:00:00,16,93,14.4,2.31,4.4,162,179,3.7,0.1688
2019-02-23 03:00:00,16,92,14.2,2.1,4.1,183,193,3.3,0.1762
2019-02-23 04:00:00,15.4,91,13.4,3.2,4.88,250,244,4,0.1838
2019-02-23 05:00:00,15.4,91,13.2,2.96,5.04,282,284,5.3,0.1912
2019-02-23 06:00:00,11.7,90,9.3,4.34,7.07,296,303,5.6,0.1988
2019-02-23 07:00:00,9.3,90,7,4.52,7.28,305,314,6.4,0.2062
2019-02-23 08:00:00,8,90,5.6,4.38,6.59,305,319,6.3,0.2138
2019-02-23 09:00:00,8.6,90,6.4,4.84,7.43,300,312,7.1,0.2212
2019-02-23 10:00:00,9.3,88,6.5,4.98,7.32,292,302,7.2,0.2287
2019-02-23 11:00:00,10.4,86,7.1,4.65,7.3,295,306,7.7,0.2362
2019-02-23 12:00:00,11.9,84,8.2,5.23,7.6,296,303,7.6,0.2415
2019-02-23 13:00:00,12.9,84,9,4.74,7,298,301,7.7,0.2444
2019-02-23 14:00:00,13.5,83,9.3,5.71,8.32,303,305,8.3,0.2473
2019-02-23 15:00:00,13.7,83,9.6,5.8,8.8,302,306,8.5,0.2502
2019-02-23 16:00:00,14.1,83,9.8,5.97,9.15,301,304,8.6,0.2531
2019-02-23 17:00:00,13.2,84,9.1,6.6,10.26,302,305,9.5,0.256
2019-02-23 18:00:00,11.7,84,7.9,6.14,9.7,307,312,10.1,0.2743
